Model,Learning Rate,Epochs,Weight Decay,Hidden Channels,Test MSE
GCN,0.001,200,0.001,128,1692.251708984375
GAT,0.001,200,0.001,128,5935.91943359375
GraphSAGE,0.001,200,0.001,128,291.5121154785156
GIN,0.001,200,0.001,128,1515.6346435546875
GCN,0.001,200,0.0005,16,2209.178466796875
GAT,0.001,200,0.0005,16,8333.6171875
GraphSAGE,0.001,200,0.0005,16,1235.8109130859375
GIN,0.001,200,0.0005,16,2534.04345703125
GCN,0.001,200,0.0005,32,2109.84375
GAT,0.001,200,0.0005,32,7983.623046875
GraphSAGE,0.001,200,0.0005,32,1078.210205078125
GIN,0.001,200,0.0005,32,1974.762939453125
GCN,0.001,200,0.0005,64,1824.2557373046875
GAT,0.001,200,0.0005,64,6157.802734375
GraphSAGE,0.001,200,0.0005,64,484.03607177734375
GIN,0.001,200,0.0005,64,1893.0657958984375
GCN,0.001,200,0.0005,128,1642.343994140625
GAT,0.001,200,0.0005,128,7842.0390625
GraphSAGE,0.001,200,0.0005,128,504.24346923828125
GIN,0.001,200,0.0005,128,1683.166259765625
GCN,0.001,200,0.0001,16,2298.691650390625
GAT,0.001,200,0.0001,16,7444.38037109375
GraphSAGE,0.001,200,0.0001,16,1697.93115234375
GIN,0.001,200,0.0001,16,2697.138916015625
GCN,0.001,200,0.0001,32,1927.3988037109375
GAT,0.001,200,0.0001,32,7573.91259765625
GraphSAGE,0.001,200,0.0001,32,829.8569946289062
GIN,0.001,200,0.0001,32,2081.45947265625
GCN,0.001,200,0.0001,64,1784.360107421875
GAT,0.001,200,0.0001,64,9265.4345703125
GraphSAGE,0.001,200,0.0001,64,511.5792541503906
GIN,0.001,200,0.0001,64,1688.0521240234375
GCN,0.001,200,0.0001,128,1660.701904296875
GAT,0.001,200,0.0001,128,8255.1865234375
GraphSAGE,0.001,200,0.0001,128,230.74343872070312
GIN,0.001,200,0.0001,128,1546.0423583984375
GCN,0.001,500,0.005,16,1986.7464599609375
GAT,0.001,500,0.005,16,7399.65673828125
GraphSAGE,0.001,500,0.005,16,767.2554321289062
GIN,0.001,500,0.005,16,2081.393798828125
GCN,0.001,500,0.005,32,1719.0811767578125
GAT,0.001,500,0.005,32,7239.8349609375
GraphSAGE,0.001,500,0.005,32,688.4161376953125
GIN,0.001,500,0.005,32,1629.5556640625
GCN,0.001,500,0.005,64,1583.52587890625
GAT,0.001,500,0.005,64,7929.37744140625
GraphSAGE,0.001,500,0.005,64,304.2029113769531
GIN,0.001,500,0.005,64,1470.5166015625
GCN,0.001,500,0.005,128,1465.904296875
GAT,0.001,500,0.005,128,7712.0966796875
GraphSAGE,0.001,500,0.005,128,210.7371826171875
GIN,0.001,500,0.005,128,1298.9327392578125
GCN,0.001,500,0.001,16,1849.9364013671875
GAT,0.001,500,0.001,16,8172.3935546875
GraphSAGE,0.001,500,0.001,16,1117.7275390625
GIN,0.001,500,0.001,16,2030.160400390625
GCN,0.001,500,0.001,32,1763.3450927734375
GAT,0.001,500,0.001,32,8713.23828125
GraphSAGE,0.001,500,0.001,32,484.3706359863281
GIN,0.001,500,0.001,32,2316.165283203125
GCN,0.001,500,0.001,64,1517.9825439453125
GAT,0.001,500,0.001,64,7449.849609375
GraphSAGE,0.001,500,0.001,64,281.84759521484375
GIN,0.001,500,0.001,64,1684.0487060546875
GCN,0.001,500,0.001,128,1468.346435546875
GAT,0.001,500,0.001,128,6450.05859375
GraphSAGE,0.001,500,0.001,128,292.3208312988281
GIN,0.001,500,0.001,128,1271.0177001953125
GCN,0.001,500,0.0005,16,1967.4254150390625
GAT,0.001,500,0.0005,16,7627.5302734375
GraphSAGE,0.001,500,0.0005,16,1359.2537841796875
GIN,0.001,500,0.0005,16,2027.101318359375
GCN,0.001,500,0.0005,32,1804.2293701171875
GAT,0.001,500,0.0005,32,6937.81396484375
GraphSAGE,0.001,500,0.0005,32,539.8425903320312
GIN,0.001,500,0.0005,32,1770.884765625
GCN,0.001,500,0.0005,64,1662.3077392578125
GAT,0.001,500,0.0005,64,6701.87890625
GraphSAGE,0.001,500,0.0005,64,553.9012451171875
GIN,0.001,500,0.0005,64,1605.751708984375
GCN,0.001,500,0.0005,128,1430.4503173828125
GAT,0.001,500,0.0005,128,6774.33203125
GraphSAGE,0.001,500,0.0005,128,209.9084014892578
GIN,0.001,500,0.0005,128,1401.0985107421875
GCN,0.001,500,0.0001,16,1823.3931884765625
GAT,0.001,500,0.0001,16,7990.14990234375
GraphSAGE,0.001,500,0.0001,16,1038.080322265625
GIN,0.001,500,0.0001,16,2147.314453125
GCN,0.001,500,0.0001,32,1730.5762939453125
GAT,0.001,500,0.0001,32,8341.8974609375
GraphSAGE,0.001,500,0.0001,32,602.9172973632812
GIN,0.001,500,0.0001,32,1934.934326171875
GCN,0.001,500,0.0001,64,1611.758056640625
GAT,0.001,500,0.0001,64,7053.2177734375
GraphSAGE,0.001,500,0.0001,64,331.7572021484375
GIN,0.001,500,0.0001,64,1436.1036376953125
GCN,0.001,500,0.0001,128,1373.0577392578125
GAT,0.001,500,0.0001,128,7391.2373046875
GraphSAGE,0.001,500,0.0001,128,211.8230438232422
GIN,0.001,500,0.0001,128,1575.637451171875
GCN,0.002,250,0.005,64,1595.2587890625
GAT,0.002,250,0.005,64,8204.6611328125
GraphSAGE,0.002,250,0.005,64,483.3653259277344
GIN,0.002,250,0.005,64,1670.4007568359375
GCN,0.002,250,0.005,128,1516.058837890625
GAT,0.002,250,0.005,128,6106.02294921875
GraphSAGE,0.002,250,0.005,128,255.6274871826172
GIN,0.002,250,0.005,128,1469.7835693359375
GCN,0.002,250,0.005,256,1396.944580078125
GAT,0.002,250,0.005,256,6444.443359375
GraphSAGE,0.002,250,0.005,256,126.62809753417969
GIN,0.002,250,0.005,256,2194.936279296875
GCN,0.002,250,0.005,512,1321.105712890625
GAT,0.002,250,0.005,512,24156.255859375
GraphSAGE,0.002,250,0.005,512,136.9569549560547
GIN,0.002,250,0.005,512,1608.478271484375
GCN,0.002,250,0.001,64,1591.064453125
GAT,0.002,250,0.001,64,5118.24267578125
GraphSAGE,0.002,250,0.001,64,598.0781860351562
GIN,0.002,250,0.001,64,1813.4202880859375
GCN,0.002,250,0.001,128,1482.353759765625
GAT,0.002,250,0.001,128,6552.60693359375
GraphSAGE,0.002,250,0.001,128,326.6683349609375
GIN,0.002,250,0.001,128,1599.3670654296875
GCN,0.002,250,0.001,256,1378.115966796875
GAT,0.002,250,0.001,256,6414.3466796875
GraphSAGE,0.002,250,0.001,256,175.38433837890625
GIN,0.002,250,0.001,256,1707.2779541015625
GCN,0.002,250,0.001,512,1305.451904296875
GAT,0.002,250,0.001,512,10814.9609375
GraphSAGE,0.002,250,0.001,512,149.388671875
GIN,0.002,250,0.001,512,1904.693603515625
GCN,0.002,250,0.0005,64,1584.0806884765625
GAT,0.002,250,0.0005,64,7364.94677734375
GraphSAGE,0.002,250,0.0005,64,473.9863586425781
GIN,0.002,250,0.0005,64,1564.6064453125
GCN,0.002,250,0.0005,128,1458.6162109375
GAT,0.002,250,0.0005,128,6212.06884765625
GraphSAGE,0.002,250,0.0005,128,217.44192504882812
GIN,0.002,250,0.0005,128,1555.8133544921875
GCN,0.002,250,0.0005,256,1376.378173828125
GAT,0.002,250,0.0005,256,6628.02392578125
GraphSAGE,0.002,250,0.0005,256,167.3295440673828
GIN,0.002,250,0.0005,256,1585.58984375
GCN,0.002,250,0.0005,512,1327.8280029296875
GAT,0.002,250,0.0005,512,8006.15966796875
GraphSAGE,0.002,250,0.0005,512,141.42156982421875
GIN,0.002,250,0.0005,512,1572.9503173828125
GCN,0.002,250,0.0001,64,1657.678955078125
GAT,0.002,250,0.0001,64,6596.5869140625
GraphSAGE,0.002,250,0.0001,64,379.3232727050781
GIN,0.002,250,0.0001,64,1837.3228759765625
GCN,0.002,250,0.0001,128,1486.12060546875
GAT,0.002,250,0.0001,128,6768.896484375
GraphSAGE,0.002,250,0.0001,128,206.95449829101562
GIN,0.002,250,0.0001,128,1604.3585205078125
GCN,0.002,250,0.0001,256,1434.1041259765625
GAT,0.002,250,0.0001,256,6771.2763671875
GraphSAGE,0.002,250,0.0001,256,164.3949432373047
GIN,0.002,250,0.0001,256,1752.2674560546875
GCN,0.002,250,0.0001,512,1335.685546875
GAT,0.002,250,0.0001,512,7150.3515625
GraphSAGE,0.002,250,0.0001,512,356.12420654296875
GIN,0.002,250,0.0001,512,1898.092041015625
GCN,0.002,500,0.005,64,1469.591552734375
GAT,0.002,500,0.005,64,6698.07568359375
GraphSAGE,0.002,500,0.005,64,394.0249938964844
GIN,0.002,500,0.005,64,1477.30322265625
GCN,0.002,500,0.005,128,1442.5048828125
GAT,0.002,500,0.005,128,6766.43408203125
GraphSAGE,0.002,500,0.005,128,233.70770263671875
GIN,0.002,500,0.005,128,1391.880126953125
GCN,0.002,500,0.005,256,1274.205810546875
GAT,0.002,500,0.005,256,6443.0810546875
GraphSAGE,0.002,500,0.005,256,113.32878112792969
GIN,0.002,500,0.005,256,1294.86767578125
GCN,0.002,500,0.005,512,1171.49462890625
GAT,0.002,500,0.005,512,8244.4736328125
GraphSAGE,0.002,500,0.005,512,130.33074951171875
GIN,0.002,500,0.005,512,1302.7109375
GCN,0.002,500,0.001,64,1503.9302978515625
GAT,0.002,500,0.001,64,6952.3984375
GraphSAGE,0.002,500,0.001,64,432.11944580078125
GIN,0.002,500,0.001,64,1731.1295166015625
GCN,0.002,500,0.001,128,1371.348388671875
GAT,0.002,500,0.001,128,6382.09228515625
GraphSAGE,0.002,500,0.001,128,169.3177947998047
GIN,0.002,500,0.001,128,1386.390380859375
GCN,0.002,500,0.001,256,1247.602294921875
GAT,0.002,500,0.001,256,6957.4033203125
GraphSAGE,0.002,500,0.001,256,110.24575805664062
GIN,0.002,500,0.001,256,1306.211181640625
GCN,0.002,500,0.001,512,1228.7733154296875
GAT,0.002,500,0.001,512,18463.63671875
GraphSAGE,0.002,500,0.001,512,71.57429504394531
GIN,0.002,500,0.001,512,1434.0614013671875
GCN,0.002,500,0.0005,64,1481.3482666015625
GAT,0.002,500,0.0005,64,6360.16796875
GraphSAGE,0.002,500,0.0005,64,523.7992553710938
GIN,0.002,500,0.0005,64,1603.77978515625
GCN,0.002,500,0.0005,128,1334.4537353515625
GAT,0.002,500,0.0005,128,6494.61767578125
GraphSAGE,0.002,500,0.0005,128,179.92686462402344
GIN,0.002,500,0.0005,128,1320.186279296875
GCN,0.002,500,0.0005,256,1266.623779296875
GAT,0.002,500,0.0005,256,8359.42578125
GraphSAGE,0.002,500,0.0005,256,159.69639587402344
GIN,0.002,500,0.0005,256,1399.5928955078125
GCN,0.002,500,0.0005,512,1190.33837890625
GAT,0.002,500,0.0005,512,10336.658203125
GraphSAGE,0.002,500,0.0005,512,85.93333435058594
GIN,0.002,500,0.0005,512,1365.345458984375
GCN,0.002,500,0.0001,64,1471.0975341796875
GAT,0.002,500,0.0001,64,6679.30322265625
GraphSAGE,0.002,500,0.0001,64,406.73968505859375
GIN,0.002,500,0.0001,64,1651.1529541015625
GCN,0.002,500,0.0001,128,1347.9365234375
GAT,0.002,500,0.0001,128,6684.35302734375
GraphSAGE,0.002,500,0.0001,128,225.4253387451172
GIN,0.002,500,0.0001,128,1216.9017333984375
GCN,0.002,500,0.0001,256,1296.1297607421875
GAT,0.002,500,0.0001,256,6760.30126953125
GraphSAGE,0.002,500,0.0001,256,193.6339874267578
GIN,0.002,500,0.0001,256,1318.35693359375
GCN,0.002,500,0.0001,512,1243.026611328125
GAT,0.002,500,0.0001,512,16394.96875
GraphSAGE,0.002,500,0.0001,512,117.00263977050781
GIN,0.002,500,0.0001,512,1351.5538330078125
GCN,0.002,750,0.005,64,1461.3341064453125
GAT,0.002,750,0.005,64,6688.63720703125
GraphSAGE,0.002,750,0.005,64,374.4015808105469
GIN,0.002,750,0.005,64,1452.2960205078125
GCN,0.002,750,0.005,128,1364.2366943359375
GAT,0.002,750,0.005,128,5712.63671875
GraphSAGE,0.002,750,0.005,128,256.6265563964844
GIN,0.002,750,0.005,128,1305.3519287109375
GCN,0.002,750,0.005,256,1141.016845703125
GAT,0.002,750,0.005,256,5625.87890625
GraphSAGE,0.002,750,0.005,256,139.76019287109375
GIN,0.002,750,0.005,256,1207.63037109375
GCN,0.002,750,0.005,512,1082.093994140625
GAT,0.002,750,0.005,512,18731.45703125
GraphSAGE,0.002,750,0.005,512,93.64030456542969
GIN,0.002,750,0.005,512,1391.980224609375
GCN,0.002,750,0.001,64,1518.1943359375
GAT,0.002,750,0.001,64,6675.6015625
GraphSAGE,0.002,750,0.001,64,439.28900146484375
GIN,0.002,750,0.001,64,1344.9429931640625
GCN,0.002,750,0.001,128,1312.6253662109375
GAT,0.002,750,0.001,128,6915.76953125
GraphSAGE,0.002,750,0.001,128,492.9476623535156
GIN,0.002,750,0.001,128,1341.7642822265625
GCN,0.002,750,0.001,256,1180.5777587890625
GAT,0.002,750,0.001,256,6941.3017578125
GraphSAGE,0.002,750,0.001,256,119.1123275756836
GIN,0.002,750,0.001,256,1191.9779052734375
GCN,0.002,750,0.001,512,1202.1978759765625
GAT,0.002,750,0.001,512,8926.6630859375
GraphSAGE,0.002,750,0.001,512,148.4431610107422
GIN,0.002,750,0.001,512,1461.405517578125
GCN,0.002,750,0.0005,64,1403.618896484375
GAT,0.002,750,0.0005,64,6838.8466796875
GraphSAGE,0.002,750,0.0005,64,566.0975341796875
GIN,0.002,750,0.0005,64,1381.0196533203125
GCN,0.002,750,0.0005,128,1307.533203125
GAT,0.002,750,0.0005,128,6092.75
GraphSAGE,0.002,750,0.0005,128,279.84619140625
GIN,0.002,750,0.0005,128,1367.35009765625
GCN,0.002,750,0.0005,256,1291.92041015625
GAT,0.002,750,0.0005,256,5712.5810546875
GraphSAGE,0.002,750,0.0005,256,150.6419677734375
GIN,0.002,750,0.0005,256,1314.93359375
GCN,0.002,750,0.0005,512,1241.6356201171875
GAT,0.002,750,0.0005,512,195370.046875
GraphSAGE,0.002,750,0.0005,512,128.74465942382812
GIN,0.002,750,0.0005,512,1210.3912353515625
GCN,0.002,750,0.0001,64,1477.36572265625
GAT,0.002,750,0.0001,64,6951.666015625
GraphSAGE,0.002,750,0.0001,64,406.10980224609375
GIN,0.002,750,0.0001,64,1546.264404296875
GCN,0.002,750,0.0001,128,1318.455810546875
GAT,0.002,750,0.0001,128,6680.7470703125
GraphSAGE,0.002,750,0.0001,128,307.1334533691406
GIN,0.002,750,0.0001,128,1130.237548828125
GCN,0.002,750,0.0001,256,1257.2071533203125
GAT,0.002,750,0.0001,256,6820.7001953125
GraphSAGE,0.002,750,0.0001,256,98.94132232666016
GIN,0.002,750,0.0001,256,1255.7490234375
GCN,0.002,750,0.0001,512,1124.1168212890625
GAT,0.002,750,0.0001,512,12797.8427734375
GraphSAGE,0.002,750,0.0001,512,243.4903564453125
GIN,0.002,750,0.0001,512,1196.212158203125
GCN,0.002,1000,0.005,64,1380.941650390625
GAT,0.002,1000,0.005,64,6567.2900390625
GraphSAGE,0.002,1000,0.005,64,336.8227233886719
GIN,0.002,1000,0.005,64,1279.414794921875
GCN,0.002,1000,0.005,128,1293.2047119140625
GAT,0.002,1000,0.005,128,6948.19482421875
GraphSAGE,0.002,1000,0.005,128,279.0467529296875
GIN,0.002,1000,0.005,128,1114.316650390625
GCN,0.002,1000,0.005,256,1103.645751953125
GAT,0.002,1000,0.005,256,6354.5224609375
GraphSAGE,0.002,1000,0.005,256,99.55960845947266
GIN,0.002,1000,0.005,256,1045.9261474609375
GCN,0.002,1000,0.005,512,1149.3150634765625
GAT,0.002,1000,0.005,512,7272.228515625
GraphSAGE,0.002,1000,0.005,512,91.95286560058594
GIN,0.002,1000,0.005,512,1086.60107421875
GCN,0.002,1000,0.001,64,1403.889892578125
GAT,0.002,1000,0.001,64,6727.3212890625
GraphSAGE,0.002,1000,0.001,64,499.2154541015625
GIN,0.002,1000,0.001,64,1285.0252685546875
GCN,0.002,1000,0.001,128,1244.7275390625
GAT,0.002,1000,0.001,128,6793.16796875
GraphSAGE,0.002,1000,0.001,128,141.86221313476562
GIN,0.002,1000,0.001,128,1035.75732421875
GCN,0.002,1000,0.001,256,1177.8818359375
GAT,0.002,1000,0.001,256,7206.7919921875
GraphSAGE,0.002,1000,0.001,256,100.95722961425781
GIN,0.002,1000,0.001,256,1210.605224609375
GCN,0.002,1000,0.001,512,1057.995849609375
GAT,0.002,1000,0.001,512,8971.017578125
GraphSAGE,0.002,1000,0.001,512,178.20132446289062
GIN,0.002,1000,0.001,512,1065.5550537109375
GCN,0.002,1000,0.0005,64,1362.735595703125
GAT,0.002,1000,0.0005,64,7335.7978515625
GraphSAGE,0.002,1000,0.0005,64,378.3114013671875
GIN,0.002,1000,0.0005,64,1504.1016845703125
GCN,0.002,1000,0.0005,128,1291.291259765625
GAT,0.002,1000,0.0005,128,7066.1318359375
GraphSAGE,0.002,1000,0.0005,128,251.22035217285156
GIN,0.002,1000,0.0005,128,1101.08154296875
GCN,0.002,1000,0.0005,256,1129.348876953125
GAT,0.002,1000,0.0005,256,6843.89208984375
GraphSAGE,0.002,1000,0.0005,256,92.1884994506836
GIN,0.002,1000,0.0005,256,1081.7021484375
GCN,0.002,1000,0.0005,512,1074.829345703125
GAT,0.002,1000,0.0005,512,7230.95654296875
GraphSAGE,0.002,1000,0.0005,512,123.2291259765625
GIN,0.002,1000,0.0005,512,1272.9521484375
GCN,0.002,1000,0.0001,64,1708.1295166015625
GAT,0.002,1000,0.0001,64,7087.20654296875
GraphSAGE,0.002,1000,0.0001,64,385.5758972167969
GIN,0.002,1000,0.0001,64,1448.43896484375
GCN,0.002,1000,0.0001,128,1227.681640625
GAT,0.002,1000,0.0001,128,6565.59814453125
GraphSAGE,0.002,1000,0.0001,128,371.06781005859375
GIN,0.002,1000,0.0001,128,1221.217041015625
GCN,0.002,1000,0.0001,256,1123.5404052734375
GAT,0.002,1000,0.0001,256,7046.5625
GraphSAGE,0.002,1000,0.0001,256,124.64894104003906
GIN,0.002,1000,0.0001,256,1023.4912719726562
GCN,0.002,1000,0.0001,512,1034.5543212890625
GAT,0.002,1000,0.0001,512,8250.390625
GraphSAGE,0.002,1000,0.0001,512,141.92776489257812
GIN,0.002,1000,0.0001,512,1104.787841796875
GCN,0.001,250,0.005,64,1775.72412109375
GAT,0.001,250,0.005,64,8208.33203125
GraphSAGE,0.001,250,0.005,64,546.851318359375
GIN,0.001,250,0.005,64,1569.9560546875
GCN,0.001,250,0.005,128,1588.4283447265625
GAT,0.001,250,0.005,128,7080.9951171875
GraphSAGE,0.001,250,0.005,128,248.86154174804688
GIN,0.001,250,0.005,128,1530.3916015625
GCN,0.001,250,0.005,256,1456.1480712890625
GAT,0.001,250,0.005,256,6167.8984375
GraphSAGE,0.001,250,0.005,256,168.09197998046875
GIN,0.001,250,0.005,256,1461.3883056640625
GCN,0.001,250,0.005,512,1407.237060546875
GAT,0.001,250,0.005,512,6254.77294921875
GraphSAGE,0.001,250,0.005,512,84.62620544433594
GIN,0.001,250,0.005,512,1527.387939453125
GCN,0.001,250,0.001,64,1768.399169921875
GAT,0.001,250,0.001,64,7079.20751953125
GraphSAGE,0.001,250,0.001,64,705.3502807617188
GIN,0.001,250,0.001,64,1694.8145751953125
GCN,0.001,250,0.001,128,1622.6463623046875
GAT,0.001,250,0.001,128,6477.19482421875
GraphSAGE,0.001,250,0.001,128,290.61962890625
GIN,0.001,250,0.001,128,1422.8402099609375
GCN,0.001,250,0.001,256,1440.674072265625
GAT,0.001,250,0.001,256,5855.951171875
GraphSAGE,0.001,250,0.001,256,156.1615753173828
GIN,0.001,250,0.001,256,1342.26220703125
GCN,0.001,250,0.001,512,1384.2587890625
GAT,0.001,250,0.001,512,8745.560546875
GraphSAGE,0.001,250,0.001,512,142.69595336914062
GIN,0.001,250,0.001,512,1344.77734375
GCN,0.001,250,0.0005,64,1725.589599609375
GAT,0.001,250,0.0005,64,6607.84326171875
GraphSAGE,0.001,250,0.0005,64,480.8075256347656
GIN,0.001,250,0.0005,64,1869.310546875
GCN,0.001,250,0.0005,128,1604.5770263671875
GAT,0.001,250,0.0005,128,7444.935546875
GraphSAGE,0.001,250,0.0005,128,235.49253845214844
GIN,0.001,250,0.0005,128,1482.002685546875
GCN,0.001,250,0.0005,256,1454.56298828125
GAT,0.001,250,0.0005,256,6424.69140625
GraphSAGE,0.001,250,0.0005,256,168.5128173828125
GIN,0.001,250,0.0005,256,1608.0509033203125
GCN,0.001,250,0.0005,512,1367.1446533203125
GAT,0.001,250,0.0005,512,6907.92236328125
GraphSAGE,0.001,250,0.0005,512,141.12745666503906
GIN,0.001,250,0.0005,512,1371.1619873046875
GCN,0.001,250,0.0001,64,1797.7230224609375
GAT,0.001,250,0.0001,64,8983.791015625
GraphSAGE,0.001,250,0.0001,64,408.5323791503906
GIN,0.001,250,0.0001,64,1812.9371337890625
GCN,0.001,250,0.0001,128,1567.2161865234375
GAT,0.001,250,0.0001,128,6642.37744140625
GraphSAGE,0.001,250,0.0001,128,221.10635375976562
GIN,0.001,250,0.0001,128,1500.35400390625
GCN,0.001,250,0.0001,256,1459.6787109375
GAT,0.001,250,0.0001,256,8236.5283203125
GraphSAGE,0.001,250,0.0001,256,128.98721313476562
GIN,0.001,250,0.0001,256,1519.7935791015625
GCN,0.001,250,0.0001,512,1363.25
GAT,0.001,250,0.0001,512,6195.12744140625
GraphSAGE,0.001,250,0.0001,512,89.67227935791016
GIN,0.001,250,0.0001,512,1492.392822265625
GCN,0.001,500,0.005,64,1615.2257080078125
GAT,0.001,500,0.005,64,7950.33251953125
GraphSAGE,0.001,500,0.005,64,409.3928527832031
GIN,0.001,500,0.005,64,1406.456787109375
GCN,0.001,500,0.005,128,1438.7037353515625
GAT,0.001,500,0.005,128,7259.2373046875
GraphSAGE,0.001,500,0.005,128,192.8912353515625
GIN,0.001,500,0.005,128,1376.9373779296875
GCN,0.001,500,0.005,256,1345.394287109375
GAT,0.001,500,0.005,256,6318.609375
GraphSAGE,0.001,500,0.005,256,232.1194610595703
GIN,0.001,500,0.005,256,1110.1572265625
GCN,0.001,500,0.005,512,1208.009765625
GAT,0.001,500,0.005,512,11352.10546875
GraphSAGE,0.001,500,0.005,512,55.794151306152344
GIN,0.001,500,0.005,512,1165.0272216796875
GCN,0.001,500,0.001,64,1529.366943359375
GAT,0.001,500,0.001,64,8132.9853515625
GraphSAGE,0.001,500,0.001,64,361.5743103027344
GIN,0.001,500,0.001,64,1399.3988037109375
GCN,0.001,500,0.001,128,1374.5799560546875
GAT,0.001,500,0.001,128,6513.97607421875
GraphSAGE,0.001,500,0.001,128,214.82254028320312
GIN,0.001,500,0.001,128,1181.1978759765625
GCN,0.001,500,0.001,256,1328.2255859375
GAT,0.001,500,0.001,256,5706.427734375
GraphSAGE,0.001,500,0.001,256,176.2620086669922
GIN,0.001,500,0.001,256,1275.681884765625
GCN,0.001,500,0.001,512,1180.1033935546875
GAT,0.001,500,0.001,512,7312.68994140625
GraphSAGE,0.001,500,0.001,512,50.827762603759766
GIN,0.001,500,0.001,512,1147.0035400390625
GCN,0.001,500,0.0005,64,1566.4246826171875
GAT,0.001,500,0.0005,64,8167.33544921875
GraphSAGE,0.001,500,0.0005,64,347.2361755371094
GIN,0.001,500,0.0005,64,1383.246826171875
GCN,0.001,500,0.0005,128,1403.674072265625
GAT,0.001,500,0.0005,128,7258.4208984375
GraphSAGE,0.001,500,0.0005,128,160.4728240966797
GIN,0.001,500,0.0005,128,1415.1903076171875
GCN,0.001,500,0.0005,256,1289.02978515625
GAT,0.001,500,0.0005,256,6276.48193359375
GraphSAGE,0.001,500,0.0005,256,106.22796630859375
GIN,0.001,500,0.0005,256,1174.215576171875
GCN,0.001,500,0.0005,512,1214.072998046875
GAT,0.001,500,0.0005,512,10526.4736328125
GraphSAGE,0.001,500,0.0005,512,70.40624237060547
GIN,0.001,500,0.0005,512,1179.216796875
GCN,0.001,500,0.0001,64,1530.929443359375
GAT,0.001,500,0.0001,64,7387.0595703125
GraphSAGE,0.001,500,0.0001,64,293.4615783691406
GIN,0.001,500,0.0001,64,1455.4813232421875
GCN,0.001,500,0.0001,128,1414.356201171875
GAT,0.001,500,0.0001,128,5952.85693359375
GraphSAGE,0.001,500,0.0001,128,148.77952575683594
GIN,0.001,500,0.0001,128,1334.91015625
GCN,0.001,500,0.0001,256,1281.337890625
GAT,0.001,500,0.0001,256,6802.0849609375
GraphSAGE,0.001,500,0.0001,256,145.2092742919922
GIN,0.001,500,0.0001,256,1313.179443359375
GCN,0.001,500,0.0001,512,1173.747314453125
GAT,0.001,500,0.0001,512,7791.212890625
GraphSAGE,0.001,500,0.0001,512,142.98255920410156
GIN,0.001,500,0.0001,512,1287.80859375
GCN,0.001,750,0.005,64,1462.805908203125
GAT,0.001,750,0.005,64,6105.8857421875
GraphSAGE,0.001,750,0.005,64,355.77764892578125
GIN,0.001,750,0.005,64,1565.9173583984375
GCN,0.001,750,0.005,128,1334.9334716796875
GAT,0.001,750,0.005,128,7262.15185546875
GraphSAGE,0.001,750,0.005,128,231.9351348876953
GIN,0.001,750,0.005,128,1156.3648681640625
GCN,0.001,750,0.005,256,1211.288330078125
GAT,0.001,750,0.005,256,9252.1708984375
GraphSAGE,0.001,750,0.005,256,102.62623596191406
GIN,0.001,750,0.005,256,971.8138427734375
GCN,0.001,750,0.005,512,1145.0994873046875
GAT,0.001,750,0.005,512,6477.552734375
GraphSAGE,0.001,750,0.005,512,45.4014778137207
GIN,0.001,750,0.005,512,971.0062866210938
GCN,0.001,750,0.001,64,1554.41455078125
GAT,0.001,750,0.001,64,6237.09814453125
GraphSAGE,0.001,750,0.001,64,308.9396667480469
GIN,0.001,750,0.001,64,1426.473876953125
GCN,0.001,750,0.001,128,1399.36181640625
GAT,0.001,750,0.001,128,6365.748046875
GraphSAGE,0.001,750,0.001,128,253.98080444335938
GIN,0.001,750,0.001,128,1374.219482421875
GCN,0.001,750,0.001,256,1278.3704833984375
GAT,0.001,750,0.001,256,6413.44140625
GraphSAGE,0.001,750,0.001,256,139.4879150390625
GIN,0.001,750,0.001,256,993.1685791015625
GCN,0.001,750,0.001,512,1174.0830078125
GAT,0.001,750,0.001,512,5949.96630859375
GraphSAGE,0.001,750,0.001,512,75.17459869384766
GIN,0.001,750,0.001,512,1093.2222900390625
GCN,0.001,750,0.0005,64,1479.689453125
GAT,0.001,750,0.0005,64,7714.66162109375
GraphSAGE,0.001,750,0.0005,64,329.1651306152344
GIN,0.001,750,0.0005,64,1443.7537841796875
GCN,0.001,750,0.0005,128,1361.8345947265625
GAT,0.001,750,0.0005,128,6443.85693359375
GraphSAGE,0.001,750,0.0005,128,130.39857482910156
GIN,0.001,750,0.0005,128,1221.975341796875
GCN,0.001,750,0.0005,256,1250.84521484375
GAT,0.001,750,0.0005,256,6241.78857421875
GraphSAGE,0.001,750,0.0005,256,78.15113067626953
GIN,0.001,750,0.0005,256,1009.2175903320312
GCN,0.001,750,0.0005,512,1118.2620849609375
GAT,0.001,750,0.0005,512,6106.17236328125
GraphSAGE,0.001,750,0.0005,512,68.2391128540039
GIN,0.001,750,0.0005,512,1071.61962890625
GCN,0.001,750,0.0001,64,1470.7459716796875
GAT,0.001,750,0.0001,64,7251.78564453125
GraphSAGE,0.001,750,0.0001,64,272.4687805175781
GIN,0.001,750,0.0001,64,1240.6805419921875
GCN,0.001,750,0.0001,128,1337.402099609375
GAT,0.001,750,0.0001,128,7095.83056640625
GraphSAGE,0.001,750,0.0001,128,223.98336791992188
GIN,0.001,750,0.0001,128,1129.018798828125
GCN,0.001,750,0.0001,256,1234.353759765625
GAT,0.001,750,0.0001,256,6871.2529296875
GraphSAGE,0.001,750,0.0001,256,60.814205169677734
