Model,Learning Rate,Epochs,Weight Decay,Hidden Channels,Test MSE
GraphSAGE,0.02,100,0.001,32,2808.2177734375
GIN,0.02,100,0.001,32,2825.117431640625
GCN,0.02,100,0.001,64,1864.2486572265625
GAT,0.02,100,0.001,64,9756.626953125
GraphSAGE,0.02,100,0.001,64,3239.591796875
GIN,0.02,100,0.001,64,2793.57177734375
GCN,0.02,100,0.001,128,1879.6954345703125
GAT,0.02,100,0.001,128,925958.875
GraphSAGE,0.02,100,0.001,128,4091.9482421875
GIN,0.02,100,0.001,128,2688.271484375
GCN,0.02,100,0.0005,16,1897.4407958984375
GAT,0.02,100,0.0005,16,8042.4873046875
GraphSAGE,0.02,100,0.0005,16,3070.500732421875
GIN,0.02,100,0.0005,16,2822.078857421875
GCN,0.02,100,0.0005,32,1915.7664794921875
GAT,0.02,100,0.0005,32,7531.5205078125
GraphSAGE,0.02,100,0.0005,32,2095.354248046875
GIN,0.02,100,0.0005,32,3142.839599609375
GCN,0.02,100,0.0005,64,1852.6422119140625
GAT,0.02,100,0.0005,64,7111.73828125
GraphSAGE,0.02,100,0.0005,64,3281.33154296875
GIN,0.02,100,0.0005,64,2700.05078125
GCN,0.02,100,0.0005,128,2024.017333984375
GAT,0.02,100,0.0005,128,1296858.625
GraphSAGE,0.02,100,0.0005,128,2601.346435546875
GIN,0.02,100,0.0005,128,2836.782470703125
GCN,0.02,100,0.0001,16,2202.04296875
GAT,0.02,100,0.0001,16,7070.1181640625
GraphSAGE,0.02,100,0.0001,16,2488.675537109375
GIN,0.02,100,0.0001,16,2661.534423828125
GCN,0.02,100,0.0001,32,1918.882568359375
GAT,0.02,100,0.0001,32,8552.830078125
GraphSAGE,0.02,100,0.0001,32,3109.639404296875
GIN,0.02,100,0.0001,32,3419.284912109375
GCN,0.02,100,0.0001,64,1883.32177734375
GAT,0.02,100,0.0001,64,57625.41796875
GraphSAGE,0.02,100,0.0001,64,2249.972900390625
GIN,0.02,100,0.0001,64,2922.0361328125
GCN,0.02,100,0.0001,128,2612.977294921875
GAT,0.02,100,0.0001,128,9611.7529296875
GraphSAGE,0.02,100,0.0001,128,7090.443359375
GIN,0.02,100,0.0001,128,3723.336181640625
GCN,0.02,200,0.005,16,1927.3116455078125
GAT,0.02,200,0.005,16,10615.8330078125
GraphSAGE,0.02,200,0.005,16,2650.147705078125
GIN,0.02,200,0.005,16,2933.927490234375
GCN,0.02,200,0.005,32,1775.4874267578125
GAT,0.02,200,0.005,32,7037.01904296875
GraphSAGE,0.02,200,0.005,32,2721.529052734375
GIN,0.02,200,0.005,32,2791.054443359375
GCN,0.02,200,0.005,64,2371.25390625
GAT,0.02,200,0.005,64,7368.4306640625
GraphSAGE,0.02,200,0.005,64,3556.3896484375
GIN,0.02,200,0.005,64,2909.0595703125
GCN,0.02,200,0.005,128,1651.166015625
GAT,0.02,200,0.005,128,7365.7705078125
GraphSAGE,0.02,200,0.005,128,3015.70458984375
GIN,0.02,200,0.005,128,7402.52099609375
GCN,0.02,200,0.001,16,1849.3980712890625
GAT,0.02,200,0.001,16,6091.08544921875
GraphSAGE,0.02,200,0.001,16,2187.89892578125
GIN,0.02,200,0.001,16,3251.00732421875
GCN,0.02,200,0.001,32,1754.261962890625
GAT,0.02,200,0.001,32,7066.03662109375
GraphSAGE,0.02,200,0.001,32,2634.64501953125
GIN,0.02,200,0.001,32,2628.827880859375
GCN,0.02,200,0.001,64,1742.21533203125
GAT,0.02,200,0.001,64,7471.5810546875
GraphSAGE,0.02,200,0.001,64,2816.59521484375
GIN,0.02,200,0.001,64,2495.48681640625
GCN,0.02,200,0.001,128,1898.4835205078125
GAT,0.02,200,0.001,128,104896.4609375
GraphSAGE,0.02,200,0.001,128,3668.7744140625
GIN,0.02,200,0.001,128,2720.61962890625
GCN,0.02,200,0.0005,16,2005.3475341796875
GAT,0.02,200,0.0005,16,7702.3720703125
GraphSAGE,0.02,200,0.0005,16,2347.80517578125
GIN,0.02,200,0.0005,16,2603.3505859375
GCN,0.02,200,0.0005,32,1680.6600341796875
GAT,0.02,200,0.0005,32,7461.68359375
GraphSAGE,0.02,200,0.0005,32,2169.5517578125
GIN,0.02,200,0.0005,32,2675.8486328125
GCN,0.02,200,0.0005,64,1633.663818359375
GAT,0.02,200,0.0005,64,7621.67529296875
GraphSAGE,0.02,200,0.0005,64,2314.643798828125
GIN,0.02,200,0.0005,64,3760.149169921875
GCN,0.02,200,0.0005,128,1869.64990234375
GAT,0.02,200,0.0005,128,8731.5927734375
GraphSAGE,0.02,200,0.0005,128,2918.5263671875
GIN,0.02,200,0.0005,128,4395.32958984375
GCN,0.02,200,0.0001,16,1941.327392578125
GAT,0.02,200,0.0001,16,7329.47216796875
GraphSAGE,0.02,200,0.0001,16,3955.23779296875
GIN,0.02,200,0.0001,16,2866.27587890625
GCN,0.02,200,0.0001,32,2007.761962890625
GAT,0.02,200,0.0001,32,6542.08984375
GraphSAGE,0.02,200,0.0001,32,2219.009765625
GIN,0.02,200,0.0001,32,2479.405029296875
GCN,0.02,200,0.0001,64,1688.787841796875
GAT,0.02,200,0.0001,64,8703.9541015625
GraphSAGE,0.02,200,0.0001,64,3902.631591796875
GIN,0.02,200,0.0001,64,2666.708740234375
GCN,0.02,200,0.0001,128,1660.880126953125
GAT,0.02,200,0.0001,128,7579.37255859375
GraphSAGE,0.02,200,0.0001,128,2685.95556640625
GIN,0.02,200,0.0001,128,2740.06884765625
GCN,0.02,500,0.005,16,1851.993408203125
GAT,0.02,500,0.005,16,6592.5517578125
GraphSAGE,0.02,500,0.005,16,3942.987060546875
GIN,0.02,500,0.005,16,2779.67431640625
GCN,0.02,500,0.005,32,1610.496337890625
GAT,0.02,500,0.005,32,883002.0625
GraphSAGE,0.02,500,0.005,32,2703.852294921875
GIN,0.02,500,0.005,32,2417.221923828125
GCN,0.02,500,0.005,64,1709.42138671875
GAT,0.02,500,0.005,64,115650.3984375
GraphSAGE,0.02,500,0.005,64,2081.525634765625
GIN,0.02,500,0.005,64,2154.0009765625
GCN,0.02,500,0.005,128,1771.0059814453125
GAT,0.02,500,0.005,128,6313.4326171875
GraphSAGE,0.02,500,0.005,128,2832.31982421875
GIN,0.02,500,0.005,128,7322.1650390625
GCN,0.02,500,0.001,16,2193.801025390625
GAT,0.02,500,0.001,16,6988.69873046875
GraphSAGE,0.02,500,0.001,16,3289.931640625
GIN,0.02,500,0.001,16,2284.60302734375
GCN,0.02,500,0.001,32,1755.99365234375
GAT,0.02,500,0.001,32,7425.2197265625
GraphSAGE,0.02,500,0.001,32,2731.889892578125
GIN,0.02,500,0.001,32,2353.866943359375
GCN,0.02,500,0.001,64,1670.0057373046875
GAT,0.02,500,0.001,64,7768.69384765625
GraphSAGE,0.02,500,0.001,64,3066.31201171875
GIN,0.02,500,0.001,64,6693.11279296875
GCN,0.02,500,0.001,128,1647.4976806640625
GAT,0.02,500,0.001,128,5779.45361328125
GraphSAGE,0.02,500,0.001,128,3806.23388671875
GIN,0.02,500,0.001,128,2737.551513671875
GCN,0.02,500,0.0005,16,2076.577392578125
GAT,0.02,500,0.0005,16,6371.5986328125
GraphSAGE,0.02,500,0.0005,16,2061.011474609375
GIN,0.02,500,0.0005,16,2418.164794921875
GCN,0.02,500,0.0005,32,1726.172607421875
GAT,0.02,500,0.0005,32,7694.04248046875
GraphSAGE,0.02,500,0.0005,32,2714.298583984375
GIN,0.02,500,0.0005,32,3580.444580078125
GCN,0.02,500,0.0005,64,1806.9588623046875
GAT,0.02,500,0.0005,64,8679.0166015625
GraphSAGE,0.02,500,0.0005,64,3483.603271484375
GIN,0.02,500,0.0005,64,2414.231689453125
GCN,0.02,500,0.0005,128,1639.6685791015625
GAT,0.02,500,0.0005,128,13322.7509765625
GraphSAGE,0.02,500,0.0005,128,2937.135986328125
GIN,0.02,500,0.0005,128,2786.8994140625
GCN,0.02,500,0.0001,16,1763.2508544921875
GAT,0.02,500,0.0001,16,6526.88818359375
GraphSAGE,0.02,500,0.0001,16,3127.59765625
GIN,0.02,500,0.0001,16,2752.35302734375
GCN,0.02,500,0.0001,32,1750.8748779296875
GAT,0.02,500,0.0001,32,6089.89404296875
GraphSAGE,0.02,500,0.0001,32,3001.0771484375
GIN,0.02,500,0.0001,32,2222.6953125
GCN,0.02,500,0.0001,64,1800.6298828125
GAT,0.02,500,0.0001,64,6956.1328125
GraphSAGE,0.02,500,0.0001,64,2677.56884765625
GIN,0.02,500,0.0001,64,2909.443359375
GCN,0.02,500,0.0001,128,1759.473876953125
GAT,0.02,500,0.0001,128,14736.7705078125
GraphSAGE,0.02,500,0.0001,128,3404.895751953125
GIN,0.02,500,0.0001,128,2358.61376953125
GCN,0.01,50,0.005,16,2079.2578125
GAT,0.01,50,0.005,16,5692.20068359375
GraphSAGE,0.01,50,0.005,16,2054.41064453125
GIN,0.01,50,0.005,16,2825.255126953125
GCN,0.01,50,0.005,32,2004.8878173828125
GAT,0.01,50,0.005,32,7760.92138671875
GraphSAGE,0.01,50,0.005,32,1363.145263671875
GIN,0.01,50,0.005,32,3139.69140625
GCN,0.01,50,0.005,64,2049.373046875
GAT,0.01,50,0.005,64,7586.47607421875
GraphSAGE,0.01,50,0.005,64,1511.5242919921875
GIN,0.01,50,0.005,64,2475.715087890625
GCN,0.01,50,0.005,128,1971.7279052734375
GAT,0.01,50,0.005,128,31423.244140625
GraphSAGE,0.01,50,0.005,128,1483.911376953125
GIN,0.01,50,0.005,128,2559.92236328125
GCN,0.01,50,0.001,16,2135.8740234375
GAT,0.01,50,0.001,16,7321.623046875
GraphSAGE,0.01,50,0.001,16,2204.7998046875
GIN,0.01,50,0.001,16,2720.450927734375
GCN,0.01,50,0.001,32,2028.397705078125
GAT,0.01,50,0.001,32,7884.599609375
GraphSAGE,0.01,50,0.001,32,2047.218994140625
GIN,0.01,50,0.001,32,2802.299072265625
GCN,0.01,50,0.001,64,2194.78662109375
GAT,0.01,50,0.001,64,8557.3291015625
GraphSAGE,0.01,50,0.001,64,818.9984130859375
GIN,0.01,50,0.001,64,2638.23583984375
GCN,0.01,50,0.001,128,1792.6134033203125
GAT,0.01,50,0.001,128,50542.21875
GraphSAGE,0.01,50,0.001,128,1751.381103515625
GIN,0.01,50,0.001,128,2544.3037109375
GCN,0.01,50,0.0005,16,2183.54931640625
GAT,0.01,50,0.0005,16,7443.18701171875
GraphSAGE,0.01,50,0.0005,16,2972.290283203125
GIN,0.01,50,0.0005,16,2685.932373046875
GCN,0.01,50,0.0005,32,1996.6519775390625
GAT,0.01,50,0.0005,32,9227.03125
GraphSAGE,0.01,50,0.0005,32,1301.822998046875
GIN,0.01,50,0.0005,32,2505.290283203125
GCN,0.01,50,0.0005,64,2005.0955810546875
GAT,0.01,50,0.0005,64,26599.982421875
GraphSAGE,0.01,50,0.0005,64,1280.6014404296875
GIN,0.01,50,0.0005,64,2337.712646484375
GCN,0.01,50,0.0005,128,1845.3009033203125
GAT,0.01,50,0.0005,128,17594.45703125
GraphSAGE,0.01,50,0.0005,128,1255.12060546875
GIN,0.01,50,0.0005,128,2411.359130859375
GCN,0.01,50,0.0001,16,2487.44873046875
GAT,0.01,50,0.0001,16,10154.46875
GraphSAGE,0.01,50,0.0001,16,1788.22900390625
GIN,0.01,50,0.0001,16,2668.25048828125
GCN,0.01,50,0.0001,32,2005.1519775390625
GAT,0.01,50,0.0001,32,8366.4013671875
GraphSAGE,0.01,50,0.0001,32,1875.7471923828125
GIN,0.01,50,0.0001,32,2677.863525390625
GCN,0.01,50,0.0001,64,2033.2818603515625
GAT,0.01,50,0.0001,64,7565.98583984375
GraphSAGE,0.01,50,0.0001,64,1252.5299072265625
GIN,0.01,50,0.0001,64,2587.676025390625
GCN,0.01,50,0.0001,128,1955.85693359375
GAT,0.01,50,0.0001,128,23681.552734375
GraphSAGE,0.01,50,0.0001,128,2045.6307373046875
GIN,0.01,50,0.0001,128,3069.696533203125
GCN,0.01,100,0.005,16,1961.7686767578125
GAT,0.01,100,0.005,16,6224.53076171875
GraphSAGE,0.01,100,0.005,16,2268.8876953125
GIN,0.01,100,0.005,16,2607.499755859375
GCN,0.01,100,0.005,32,1905.0440673828125
GAT,0.01,100,0.005,32,7333.603515625
GraphSAGE,0.01,100,0.005,32,2196.1865234375
GIN,0.01,100,0.005,32,2803.7255859375
GCN,0.01,100,0.005,64,1814.2027587890625
GAT,0.01,100,0.005,64,7930.0341796875
GraphSAGE,0.01,100,0.005,64,1256.49365234375
GIN,0.01,100,0.005,64,2431.65869140625
GCN,0.01,100,0.005,128,1779.917724609375
GAT,0.01,100,0.005,128,10583.0439453125
GraphSAGE,0.01,100,0.005,128,677.1799926757812
GIN,0.01,100,0.005,128,2409.083251953125
GCN,0.01,100,0.001,16,2113.42041015625
GAT,0.01,100,0.001,16,7027.25634765625
GraphSAGE,0.01,100,0.001,16,1680.1158447265625
GIN,0.01,100,0.001,16,2755.712646484375
GCN,0.01,100,0.001,32,1790.1846923828125
GAT,0.01,100,0.001,32,6642.96728515625
GraphSAGE,0.01,100,0.001,32,1366.21923828125
GIN,0.01,100,0.001,32,2448.3720703125
GCN,0.01,100,0.001,64,1710.0899658203125
GAT,0.01,100,0.001,64,7431.3681640625
GraphSAGE,0.01,100,0.001,64,2171.9794921875
GIN,0.01,100,0.001,64,2550.82373046875
GCN,0.01,100,0.001,128,1656.0638427734375
GAT,0.01,100,0.001,128,14521.6669921875
GraphSAGE,0.01,100,0.001,128,1359.5716552734375
GIN,0.01,100,0.001,128,2130.9912109375
GCN,0.01,100,0.0005,16,1866.0819091796875
GAT,0.01,100,0.0005,16,7517.3642578125
GraphSAGE,0.01,100,0.0005,16,2119.411865234375
GIN,0.01,100,0.0005,16,2882.639404296875
GCN,0.01,100,0.0005,32,1757.173095703125
GAT,0.01,100,0.0005,32,6904.48876953125
GraphSAGE,0.01,100,0.0005,32,1377.5267333984375
GIN,0.01,100,0.0005,32,2645.196044921875
GCN,0.01,100,0.0005,64,1803.675048828125
GAT,0.01,100,0.0005,64,7470.26416015625
GraphSAGE,0.01,100,0.0005,64,1138.196044921875
GIN,0.01,100,0.0005,64,2700.896728515625
GCN,0.01,100,0.0005,128,1639.138671875
GAT,0.01,100,0.0005,128,17621.12890625
GraphSAGE,0.01,100,0.0005,128,2559.5703125
GIN,0.01,100,0.0005,128,2324.638671875
GCN,0.01,100,0.0001,16,2013.2109375
GAT,0.01,100,0.0001,16,7190.17431640625
GraphSAGE,0.01,100,0.0001,16,1870.0997314453125
GIN,0.01,100,0.0001,16,2738.88720703125
GCN,0.01,100,0.0001,32,1966.611328125
GAT,0.01,100,0.0001,32,7823.3720703125
GraphSAGE,0.01,100,0.0001,32,1888.7491455078125
GIN,0.01,100,0.0001,32,2500.01318359375
GCN,0.01,100,0.0001,64,1750.9334716796875
GAT,0.01,100,0.0001,64,8062.76806640625
GraphSAGE,0.01,100,0.0001,64,1225.124267578125
GIN,0.01,100,0.0001,64,2332.477294921875
GCN,0.01,100,0.0001,128,1631.8565673828125
GAT,0.01,100,0.0001,128,19376.43359375
GraphSAGE,0.01,100,0.0001,128,1556.88427734375
GIN,0.01,100,0.0001,128,2343.05224609375
GCN,0.01,200,0.005,16,1836.564453125
GAT,0.01,200,0.005,16,8440.1435546875
GraphSAGE,0.01,200,0.005,16,2430.84521484375
GIN,0.01,200,0.005,16,2207.835205078125
GCN,0.01,200,0.005,32,1760.500732421875
GAT,0.01,200,0.005,32,7095.49072265625
GraphSAGE,0.01,200,0.005,32,1516.83349609375
GIN,0.01,200,0.005,32,2034.1439208984375
GCN,0.01,200,0.005,64,1678.3609619140625
GAT,0.01,200,0.005,64,7819.63037109375
GraphSAGE,0.01,200,0.005,64,2019.2752685546875
GIN,0.01,200,0.005,64,2125.30908203125
GCN,0.01,200,0.005,128,1524.915771484375
GAT,0.01,200,0.005,128,49668.10546875
GraphSAGE,0.01,200,0.005,128,1441.34326171875
GIN,0.01,200,0.005,128,2560.169189453125
GCN,0.01,200,0.001,16,1720.4688720703125
GAT,0.01,200,0.001,16,6916.48193359375
GraphSAGE,0.01,200,0.001,16,1980.2459716796875
GIN,0.01,200,0.001,16,2155.402587890625
GCN,0.01,200,0.001,32,1731.7447509765625
GAT,0.01,200,0.001,32,7669.98193359375
GraphSAGE,0.01,200,0.001,32,1720.7843017578125
GIN,0.01,200,0.001,32,2496.982177734375
GCN,0.01,200,0.001,64,1541.55712890625
GAT,0.01,200,0.001,64,7279.37060546875
GraphSAGE,0.01,200,0.001,64,1517.376708984375
GIN,0.01,200,0.001,64,2837.69970703125
GCN,0.01,200,0.001,128,1546.2962646484375
GAT,0.01,200,0.001,128,9432.4580078125
GraphSAGE,0.01,200,0.001,128,1930.647216796875
GIN,0.01,200,0.001,128,2720.37353515625
GCN,0.01,200,0.0005,16,1880.9215087890625
GAT,0.01,200,0.0005,16,7516.7275390625
GraphSAGE,0.01,200,0.0005,16,1860.8662109375
GIN,0.01,200,0.0005,16,2626.560302734375
GCN,0.01,200,0.0005,32,1764.378173828125
GAT,0.01,200,0.0005,32,7134.09375
GraphSAGE,0.01,200,0.0005,32,1581.3564453125
GIN,0.01,200,0.0005,32,2690.408447265625
GCN,0.01,200,0.0005,64,1661.954833984375
GAT,0.01,200,0.0005,64,7537.55859375
GraphSAGE,0.01,200,0.0005,64,1302.0233154296875
GIN,0.01,200,0.0005,64,2068.271728515625
GCN,0.01,200,0.0005,128,1538.9241943359375
GAT,0.01,200,0.0005,128,12962.357421875
GraphSAGE,0.01,200,0.0005,128,1834.1031494140625
GIN,0.01,200,0.0005,128,2705.06396484375
GCN,0.01,200,0.0001,16,2387.817138671875
GAT,0.01,200,0.0001,16,7773.74462890625
GraphSAGE,0.01,200,0.0001,16,2426.653076171875
GIN,0.01,200,0.0001,16,2651.33251953125
GCN,0.01,200,0.0001,32,1755.3040771484375
GAT,0.01,200,0.0001,32,7121.228515625
GraphSAGE,0.01,200,0.0001,32,1827.5535888671875
GIN,0.01,200,0.0001,32,2412.786865234375
GCN,0.01,200,0.0001,64,1709.1181640625
GAT,0.01,200,0.0001,64,80509.8046875
GraphSAGE,0.01,200,0.0001,64,1257.8643798828125
GIN,0.01,200,0.0001,64,2520.69873046875
GCN,0.01,200,0.0001,128,1553.7337646484375
GAT,0.01,200,0.0001,128,9111.5947265625
GraphSAGE,0.01,200,0.0001,128,3047.109130859375
GIN,0.01,200,0.0001,128,2148.530029296875
GCN,0.01,500,0.005,16,1837.9202880859375
GAT,0.01,500,0.005,16,6962.45458984375
GraphSAGE,0.01,500,0.005,16,2143.69921875
GIN,0.01,500,0.005,16,2774.879150390625
GCN,0.01,500,0.005,32,1862.3037109375
GAT,0.01,500,0.005,32,7129.39990234375
GraphSAGE,0.01,500,0.005,32,1507.9097900390625
GIN,0.01,500,0.005,32,2441.16162109375
GCN,0.01,500,0.005,64,1684.2430419921875
GAT,0.01,500,0.005,64,7699.75537109375
GraphSAGE,0.01,500,0.005,64,1586.4093017578125
GIN,0.01,500,0.005,64,2003.92822265625
GCN,0.01,500,0.005,128,1463.38818359375
GAT,0.01,500,0.005,128,8302.994140625
GraphSAGE,0.01,500,0.005,128,2131.06396484375
GIN,0.01,500,0.005,128,2727.0869140625
GCN,0.01,500,0.001,16,1726.21533203125
GAT,0.01,500,0.001,16,6176.91650390625
GraphSAGE,0.01,500,0.001,16,2786.075927734375
GIN,0.01,500,0.001,16,2071.224365234375
GCN,0.01,500,0.001,32,1526.602783203125
GAT,0.01,500,0.001,32,7686.46435546875
GraphSAGE,0.01,500,0.001,32,1268.2069091796875
GIN,0.01,500,0.001,32,2297.575439453125
GCN,0.01,500,0.001,64,1504.1177978515625
GAT,0.01,500,0.001,64,7373.13232421875
GraphSAGE,0.01,500,0.001,64,1549.73583984375
GIN,0.01,500,0.001,64,2428.32177734375
GCN,0.01,500,0.001,128,1358.5789794921875
GAT,0.01,500,0.001,128,8242.763671875
GraphSAGE,0.01,500,0.001,128,2687.447998046875
GIN,0.01,500,0.001,128,3168.010498046875
GCN,0.01,500,0.0005,16,1814.970947265625
GAT,0.01,500,0.0005,16,6040.28564453125
GraphSAGE,0.01,500,0.0005,16,1889.923828125
GIN,0.01,500,0.0005,16,2992.755859375
GCN,0.01,500,0.0005,32,1539.226318359375
GAT,0.01,500,0.0005,32,5961.3115234375
GraphSAGE,0.01,500,0.0005,32,1118.169677734375
GIN,0.01,500,0.0005,32,2008.05615234375
GCN,0.01,500,0.0005,64,1703.732666015625
GAT,0.01,500,0.0005,64,7395.72216796875
GraphSAGE,0.01,500,0.0005,64,1660.300537109375
GIN,0.01,500,0.0005,64,1848.3494873046875
GCN,0.01,500,0.0005,128,1525.8807373046875
GAT,0.01,500,0.0005,128,6645.4833984375
GraphSAGE,0.01,500,0.0005,128,2014.8218994140625
GIN,0.01,500,0.0005,128,2222.44921875
GCN,0.01,500,0.0001,16,1670.9559326171875
GAT,0.01,500,0.0001,16,6778.12060546875
GraphSAGE,0.01,500,0.0001,16,2984.656982421875
GIN,0.01,500,0.0001,16,2614.79248046875
GCN,0.01,500,0.0001,32,1606.5806884765625
GAT,0.01,500,0.0001,32,7226.3037109375
GraphSAGE,0.01,500,0.0001,32,2129.62158203125
GIN,0.01,500,0.0001,32,2460.732177734375
GCN,0.01,500,0.0001,64,1557.1134033203125
GAT,0.01,500,0.0001,64,8525.5146484375
GraphSAGE,0.01,500,0.0001,64,1344.7996826171875
GIN,0.01,500,0.0001,64,2304.04443359375
GCN,0.01,500,0.0001,128,1391.6876220703125
GAT,0.01,500,0.0001,128,6552.10009765625
GraphSAGE,0.01,500,0.0001,128,2110.9873046875
GIN,0.01,500,0.0001,128,2285.570068359375
GCN,0.005,50,0.005,16,2282.931396484375
GAT,0.005,50,0.005,16,7472.65283203125
GraphSAGE,0.005,50,0.005,16,1615.914794921875
GIN,0.005,50,0.005,16,2709.72705078125
GCN,0.005,50,0.005,32,2330.44775390625
GAT,0.005,50,0.005,32,7320.47119140625
GraphSAGE,0.005,50,0.005,32,922.5062866210938
GIN,0.005,50,0.005,32,2564.860107421875
GCN,0.005,50,0.005,64,1815.263427734375
GAT,0.005,50,0.005,64,6912.86083984375
GraphSAGE,0.005,50,0.005,64,799.3538818359375
GIN,0.005,50,0.005,64,2483.973876953125
GCN,0.005,50,0.005,128,1791.7083740234375
GAT,0.005,50,0.005,128,6606.72216796875
GraphSAGE,0.005,50,0.005,128,696.6140747070312
GIN,0.005,50,0.005,128,2476.11865234375
GCN,0.005,50,0.001,16,2254.203369140625
GAT,0.005,50,0.001,16,8957.8896484375
GraphSAGE,0.005,50,0.001,16,2148.392578125
GIN,0.005,50,0.001,16,2498.6552734375
GCN,0.005,50,0.001,32,2080.37744140625
GAT,0.005,50,0.001,32,7494.65673828125
GraphSAGE,0.005,50,0.001,32,969.1534423828125
GIN,0.005,50,0.001,32,2589.0498046875
GCN,0.005,50,0.001,64,2059.319580078125
GAT,0.005,50,0.001,64,8719.384765625
GraphSAGE,0.005,50,0.001,64,814.2503662109375
GIN,0.005,50,0.001,64,2768.402587890625
GCN,0.005,50,0.001,128,1792.4822998046875
GAT,0.005,50,0.001,128,5918.517578125
GraphSAGE,0.005,50,0.001,128,1096.1297607421875
GIN,0.005,50,0.001,128,2516.68603515625
GCN,0.005,50,0.0005,16,2358.548828125
GAT,0.005,50,0.0005,16,8764.1494140625
GraphSAGE,0.005,50,0.0005,16,1480.0628662109375
GIN,0.005,50,0.0005,16,2815.58740234375
GCN,0.005,50,0.0005,32,2074.909423828125
GAT,0.005,50,0.0005,32,8886.3828125
GraphSAGE,0.005,50,0.0005,32,1222.23193359375
GIN,0.005,50,0.0005,32,2745.620361328125
GCN,0.005,50,0.0005,64,1926.4512939453125
GAT,0.005,50,0.0005,64,7689.68408203125
GraphSAGE,0.005,50,0.0005,64,836.3834228515625
GIN,0.005,50,0.0005,64,2744.8798828125
GCN,0.005,50,0.0005,128,1823.8834228515625
GAT,0.005,50,0.0005,128,7454.166015625
GraphSAGE,0.005,50,0.0005,128,713.9188842773438
GIN,0.005,50,0.0005,128,2409.300048828125
GCN,0.005,50,0.0001,16,2184.99462890625
GAT,0.005,50,0.0001,16,7944.8681640625
GraphSAGE,0.005,50,0.0001,16,1711.6282958984375
GIN,0.005,50,0.0001,16,2653.8134765625
GCN,0.005,50,0.0001,32,2004.808349609375
GAT,0.005,50,0.0001,32,8645.5908203125
GraphSAGE,0.005,50,0.0001,32,1202.7978515625
GIN,0.005,50,0.0001,32,2248.22216796875
GCN,0.005,50,0.0001,64,1856.5697021484375
GAT,0.005,50,0.0001,64,10227.9267578125
GraphSAGE,0.005,50,0.0001,64,1114.455322265625
GIN,0.005,50,0.0001,64,2615.7568359375
GCN,0.005,50,0.0001,128,1782.9268798828125
GAT,0.005,50,0.0001,128,11563.533203125
GraphSAGE,0.005,50,0.0001,128,682.6840209960938
GIN,0.005,50,0.0001,128,2484.07763671875
GCN,0.005,100,0.005,16,2039.4656982421875
GAT,0.005,100,0.005,16,6494.17578125
GraphSAGE,0.005,100,0.005,16,1736.12060546875
GIN,0.005,100,0.005,16,2735.2099609375
GCN,0.005,100,0.005,32,1877.771240234375
GAT,0.005,100,0.005,32,7041.1552734375
GraphSAGE,0.005,100,0.005,32,1411.4736328125
GIN,0.005,100,0.005,32,2028.83349609375
GCN,0.005,100,0.005,64,1702.6025390625
GAT,0.005,100,0.005,64,7620.00048828125
GraphSAGE,0.005,100,0.005,64,823.574951171875
GIN,0.005,100,0.005,64,2214.7783203125
GCN,0.005,100,0.005,128,1591.404296875
GAT,0.005,100,0.005,128,8195.1689453125
GraphSAGE,0.005,100,0.005,128,410.5508117675781
GIN,0.005,100,0.005,128,2061.35986328125
GCN,0.005,100,0.001,16,2074.170166015625
GAT,0.005,100,0.001,16,7981.083984375
GraphSAGE,0.005,100,0.001,16,1429.6600341796875
GIN,0.005,100,0.001,16,2804.459716796875
GCN,0.005,100,0.001,32,1866.0731201171875
GAT,0.005,100,0.001,32,7714.67431640625
GraphSAGE,0.005,100,0.001,32,879.32763671875
GIN,0.005,100,0.001,32,2405.407470703125
GCN,0.005,100,0.001,64,1717.5665283203125
GAT,0.005,100,0.001,64,8476.208984375
GraphSAGE,0.005,100,0.001,64,648.3510131835938
GIN,0.005,100,0.001,64,2572.97509765625
GCN,0.005,100,0.001,128,1624.591064453125
GAT,0.005,100,0.001,128,12164.123046875
GraphSAGE,0.005,100,0.001,128,651.1254272460938
GIN,0.005,100,0.001,128,2174.78857421875
GCN,0.005,100,0.0005,16,1951.2137451171875
GAT,0.005,100,0.0005,16,8475.8603515625
GraphSAGE,0.005,100,0.0005,16,1311.68017578125
GIN,0.005,100,0.0005,16,2510.844482421875
GCN,0.005,100,0.0005,32,1866.53759765625
GAT,0.005,100,0.0005,32,8287.0830078125
GraphSAGE,0.005,100,0.0005,32,779.1554565429688
GIN,0.005,100,0.0005,32,2162.66162109375
GCN,0.005,100,0.0005,64,1868.09521484375
GAT,0.005,100,0.0005,64,7129.93408203125
GraphSAGE,0.005,100,0.0005,64,807.0496215820312
GIN,0.005,100,0.0005,64,2259.078857421875
GCN,0.005,100,0.0005,128,1575.89892578125
GAT,0.005,100,0.0005,128,8360.60546875
GraphSAGE,0.005,100,0.0005,128,521.6243896484375
GIN,0.005,100,0.0005,128,2105.015625
GCN,0.005,100,0.0001,16,1959.8380126953125
GAT,0.005,100,0.0001,16,9113.88671875
GraphSAGE,0.005,100,0.0001,16,1088.87548828125
GIN,0.005,100,0.0001,16,2842.708984375
GCN,0.005,100,0.0001,32,1974.05810546875
GAT,0.005,100,0.0001,32,6836.64794921875
GraphSAGE,0.005,100,0.0001,32,1219.045654296875
GIN,0.005,100,0.0001,32,2317.17431640625
GCN,0.005,100,0.0001,64,1750.50390625
